seed,recurrence,exposure_detect,exposure_prevent,exposure_saved,reduction,blockable_share,ceiling_gap,false_blocks_per_endpoint_month
919,6.0,5922.881001064211,1756.089052173493,4166.791948890718,0.7035076254515391,0.7548884991920446,-0.051380873740505484,0.2947397260273973
919,12.0,10038.229675065793,1970.1873949760545,8068.042280089739,0.8037315882630329,0.8653932940460831,-0.06166170578305019,0.3018082191780822
920,0.0,1489.6258552821682,1489.6258552821682,0.0,0.0,0.0,0.0,0.2991780821917808
920,1.0,2264.5881008230754,1568.3982830128475,696.1898178102279,0.3074244793378515,0.33489015731648025,-0.027465677978628755,0.30575342465753425
920,3.0,3623.71480303464,1589.6192156756772,2034.095587358963,0.5613288290942576,0.6006949274958664,-0.03936609840160876,0.30378082191780825
920,6.0,5756.781207551768,1683.5757404717053,4073.2054670800626,0.7075491182011253,0.7547885461845376,-0.0472394279834123,0.29720547945205483
920,12.0,9964.393134138318,1937.038237180535,8027.354896957782,0.8056039930275148,0.8643214301625388,-0.058717437135023975,0.2852054794520548
921,0.0,1411.39910158601,1411.39910158601,0.0,0.0,0.0,0.0,0.3006575342465754
921,1.0,2216.3515356562816,1585.226581893244,631.1249537630376,0.28475850676646197,0.3056918018139173,-0.020933295047455336,0.2855342465753425
921,3.0,3692.9113232002283,1649.6563658461491,2043.2549573540791,0.553291097058735,0.5958968862436578,-0.04260578918492275,0.299013698630137
921,6.0,5835.751849141372,1714.4158456099917,4121.33600353138,0.7062219419315716,0.7544594969145628,-0.048237554982991204,0.3003287671232877
921,12.0,10018.94812441941,2007.1197869575446,8011.828337461866,0.7996676136025153,0.8598784012618799,-0.060210787659364606,0.3046027397260274
922,0.0,1478.3274337609262,1478.3274337609262,0.0,0.0,0.0,0.0,0.2855342465753425
922,1.0,2247.2968485501237,1551.2770460306838,696.01980251944,0.309714225322964,0.32860855206373124,-0.018894326740767242,0.2944109589041096
922,3.0,3699.808928950171,1550.5528514888922,2149.2560774612784,0.5809100196077246,0.61178548860678,-0.030875468999055355,0.2963835616438356
922,6.0,5903.304452810858,1777.8201554256907,4125.484297385166,0.698843220837241,0.7499218795616694,-0.051078658724428405,0.29654794520547945
922,12.0,9985.156348605959,1922.513100045735,8062.643248560224,0.8074628946281708,0.8706834196584403,-0.06322052503026954,0.29276712328767124
923,0.0,1466.7505999630112,1466.7505999630112,0.0,0.0,0.0,0.0,0.3087123287671233
923,1.0,2249.528188745489,1542.78336954227,706.7448192032189,0.3141746890477307,0.3389556252755129,-0.024780936227782158,0.3011506849315069
923,3.0,3770.3487663145206,1650.4796246895976,2119.869141624923,0.562247493007676,0.5996281005572439,-0.03738060754956796,0.29556164383561645
923,6.0,5802.000190220404,1661.2288325619525,4140.771357658452,0.7136799761982003,0.7619236570312922,-0.04824368083309183,0.2939178082191781
923,12.0,9884.933022394334,1914.2722851450956,7970.660737249239,0.8063444354343821,0.8646105768899084,-0.05826614145552633,0.30049315068493154
924,0.0,1432.2321272204017,1432.2321272204017,0.0,0.0,0.0,0.0,0.2975342465753425
924,1.0,2295.1212120507275,1588.1181226771628,707.0030893735648,0.3080460786390651,0.33117576736146237,-0.02312968872239729,0.2866849315068493
924,3.0,3677.155453326725,1626.6039929135216,2050.551460413203,0.5576461170707558,0.5954129026342402,-0.03776678556348434,0.285041095890411
924,6.0,5826.988269253743,1802.572750814893,4024.41551843885,0.690651041752355,0.7462740072296458,-0.05562296547729073,0.298027397260274
924,12.0,9823.22664628203,1870.4082654005788,7952.818380881451,0.8095932901936549,0.8678030042421184,-0.058209714048463534,0.3059178082191781
