seed,axis,rec_random_annual,rec_random_chaos,gain,gain_ceiling,ceiling_gap,drill_illusion_annual,coverage,cadence,interval,rec_random,rec_drill,illusion
1203,reference,0.6538563626884182,0.9218011084341645,0.26794474574574634,0.27705795570541525,-0.009113209959668911,0.3461436373115818,,,,,,
1203,coverage,,0.874511845427132,0.22065548273871383,,,,0.3,,,,,
1203,coverage,,0.8855682317218357,0.23171186903341756,,,,0.5,,,,,
1203,coverage,,0.9218011084341645,0.26794474574574634,,,,0.7,,,,,
1203,coverage,,0.9741490376078831,0.3202926749194649,,,,0.9,,,,,
1203,cadence,,0.9296046927012969,0.2757483300128787,,,,,1.0,,,,
1203,cadence,,0.9218011084341645,0.26794474574574634,,,,,7.0,,,,
1203,cadence,,0.8948831363098106,0.24102677362139246,,,,,30.0,,,,
1203,cadence,,0.8321306692517626,0.17827430656334442,,,,,90.0,,,,
1203,drill_interval,,,,,,,,,365.0,0.6538563626884182,1.0,0.3461436373115818
1203,drill_interval,,,,,,,,,180.0,0.8086206549965703,1.0,0.19137934500342968
1203,drill_interval,,,,,,,,,90.0,0.883359876964294,1.0,0.11664012303570603
1203,drill_interval,,,,,,,,,30.0,0.9577561796387805,1.0,0.04224382036121954
1204,reference,0.6928717950564127,0.956871331878274,0.2639995368218613,0.2750583423555767,-0.01105880553371541,0.3071282049435873,,,,,,
1204,coverage,,0.8990470795690702,0.20617528451265743,,,,0.3,,,,,
1204,coverage,,0.9218256697778173,0.2289538747214046,,,,0.5,,,,,
1204,coverage,,0.956871331878274,0.2639995368218613,,,,0.7,,,,,
1204,coverage,,0.9757526104170867,0.282880815360674,,,,0.9,,,,,
1204,cadence,,0.9664993654543146,0.27362757039790186,,,,,1.0,,,,
1204,cadence,,0.956871331878274,0.2639995368218613,,,,,7.0,,,,
1204,cadence,,0.9321257701677258,0.23925397511131308,,,,,30.0,,,,
1204,cadence,,0.8662250023249469,0.1733532072685342,,,,,90.0,,,,
1204,drill_interval,,,,,,,,,365.0,0.6928717950564127,1.0,0.3071282049435873
1204,drill_interval,,,,,,,,,180.0,0.8112722164057427,1.0,0.18872778359425735
1204,drill_interval,,,,,,,,,90.0,0.8866587922792848,1.0,0.11334120772071521
1204,drill_interval,,,,,,,,,30.0,0.9614636697111049,1.0,0.03853633028889514
1205,reference,0.7185120578388051,0.9540712860139253,0.2355592281751202,0.24417287593432013,-0.008613647759199927,0.2814879421611949,,,,,,
1205,coverage,,0.9444822449180349,0.22597018707922978,,,,0.3,,,,,
1205,coverage,,0.945966263182875,0.2274542053440699,,,,0.5,,,,,
1205,coverage,,0.9540712860139253,0.2355592281751202,,,,0.7,,,,,
1205,coverage,,0.9689217258108868,0.25040966797208164,,,,0.9,,,,,
1205,cadence,,0.961368234949032,0.2428561771102269,,,,,1.0,,,,
1205,cadence,,0.9540712860139253,0.2355592281751202,,,,,7.0,,,,
1205,cadence,,0.924889372264942,0.20637731442613683,,,,,30.0,,,,
1205,cadence,,0.8665705369515291,0.14805847911272396,,,,,90.0,,,,
1205,drill_interval,,,,,,,,,365.0,0.7185120578388051,1.0,0.2814879421611949
1205,drill_interval,,,,,,,,,180.0,0.8223220708774616,1.0,0.17767792912253844
1205,drill_interval,,,,,,,,,90.0,0.8920602461548833,1.0,0.10793975384511667
1205,drill_interval,,,,,,,,,30.0,0.9585982595504879,1.0,0.04140174044951206
1206,reference,0.6709854779772945,0.9355873239721688,0.26460184599487435,0.274399001679004,-0.009797155684129644,0.32901452202270554,,,,,,
1206,coverage,,0.8711711002878157,0.20018562231052128,,,,0.3,,,,,
1206,coverage,,0.9094793819296342,0.23849390395233971,,,,0.5,,,,,
1206,coverage,,0.9355873239721688,0.26460184599487435,,,,0.7,,,,,
1206,coverage,,0.9744522039149968,0.3034667259377023,,,,0.9,,,,,
1206,cadence,,0.9437780996836227,0.27279262170632823,,,,,1.0,,,,
1206,cadence,,0.9355873239721688,0.26460184599487435,,,,,7.0,,,,
1206,cadence,,0.8993842928571605,0.22839881487986602,,,,,30.0,,,,
1206,cadence,,0.8400422687480631,0.16905679077076863,,,,,90.0,,,,
1206,drill_interval,,,,,,,,,365.0,0.6709854779772945,1.0,0.32901452202270554
1206,drill_interval,,,,,,,,,180.0,0.7828180472302793,1.0,0.21718195276972074
1206,drill_interval,,,,,,,,,90.0,0.8765913404062771,1.0,0.12340865959372294
1206,drill_interval,,,,,,,,,30.0,0.9482621316386621,1.0,0.05173786836133787
1207,reference,0.709022100059802,0.9532507960397361,0.24422869597993402,0.25384401432854753,-0.00961531834861351,0.29097789994019796,,,,,,
1207,coverage,,0.9176571887338,0.20863508867399794,,,,0.3,,,,,
1207,coverage,,0.9395065038022932,0.23048440374249113,,,,0.5,,,,,
1207,coverage,,0.9532507960397361,0.24422869597993402,,,,0.7,,,,,
1207,coverage,,0.9876493466631633,0.27862724660336124,,,,0.9,,,,,
1207,cadence,,0.9614519331628182,0.25242983310301614,,,,,1.0,,,,
1207,cadence,,0.9532507960397361,0.24422869597993402,,,,,7.0,,,,
1207,cadence,,0.9263242495416201,0.21730214948181803,,,,,30.0,,,,
1207,cadence,,0.8623078067836796,0.15328570672387754,,,,,90.0,,,,
1207,drill_interval,,,,,,,,,365.0,0.709022100059802,1.0,0.29097789994019796
1207,drill_interval,,,,,,,,,180.0,0.8118700010423067,1.0,0.18812999895769333
1207,drill_interval,,,,,,,,,90.0,0.8878479099185224,1.0,0.11215209008147764
1207,drill_interval,,,,,,,,,30.0,0.9600835307586546,1.0,0.0399164692413454
1208,reference,0.706465614667517,0.9573311427919662,0.2508655281244492,0.2600843193749588,-0.009218791250509617,0.293534385332483,,,,,,
1208,coverage,,0.9103308469152465,0.20386523224772946,,,,0.3,,,,,
1208,coverage,,0.9354093391862959,0.22894372451877887,,,,0.5,,,,,
1208,coverage,,0.9573311427919662,0.2508655281244492,,,,0.7,,,,,
1208,coverage,,0.9754776433365299,0.26901202866901286,,,,0.9,,,,,
1208,cadence,,0.9651526182121848,0.2586870035446678,,,,,1.0,,,,
1208,cadence,,0.9573311427919662,0.2508655281244492,,,,,7.0,,,,
1208,cadence,,0.9263159291079552,0.21985031444043823,,,,,30.0,,,,
1208,cadence,,0.8463704717002948,0.13990485703277777,,,,,90.0,,,,
1208,drill_interval,,,,,,,,,365.0,0.706465614667517,1.0,0.293534385332483
1208,drill_interval,,,,,,,,,180.0,0.7928481972141374,1.0,0.20715180278586265
1208,drill_interval,,,,,,,,,90.0,0.8686767389477524,1.0,0.13132326105224756
1208,drill_interval,,,,,,,,,30.0,0.9554715114239061,1.0,0.04452848857609393
1209,reference,0.6581319248724706,0.9420338000731199,0.28390187520064925,0.2953589269271324,-0.011457051726483147,0.34186807512752937,,,,,,
1209,coverage,,0.8892069643827284,0.23107503951025776,,,,0.3,,,,,
1209,coverage,,0.9135190657045031,0.2553871408320325,,,,0.5,,,,,
1209,coverage,,0.9420338000731199,0.28390187520064925,,,,0.7,,,,,
1209,coverage,,0.9832154769501457,0.32508355207767503,,,,0.9,,,,,
1209,cadence,,0.951993036595392,0.2938611117229214,,,,,1.0,,,,
1209,cadence,,0.9420338000731199,0.28390187520064925,,,,,7.0,,,,
1209,cadence,,0.9117476119785869,0.25361568710611626,,,,,30.0,,,,
1209,cadence,,0.8385559929625399,0.18042406809006928,,,,,90.0,,,,
1209,drill_interval,,,,,,,,,365.0,0.6581319248724706,1.0,0.34186807512752937
1209,drill_interval,,,,,,,,,180.0,0.7783387933960998,1.0,0.2216612066039002
1209,drill_interval,,,,,,,,,90.0,0.8737596475663367,1.0,0.12624035243366327
1209,drill_interval,,,,,,,,,30.0,0.9544855131577261,1.0,0.04551448684227388
1210,reference,0.6826398018196129,0.9639343217188882,0.28129451989927523,0.29256570859458764,-0.011271188695312406,0.3173601981803871,,,,,,
1210,coverage,,0.8930243119453156,0.2103845101257027,,,,0.3,,,,,
1210,coverage,,0.9404860397418641,0.25784623792225114,,,,0.5,,,,,
1210,coverage,,0.9639343217188882,0.28129451989927523,,,,0.7,,,,,
1210,coverage,,0.9707608057371531,0.28812100391754014,,,,0.9,,,,,
1210,cadence,,0.973591671265276,0.2909518694456631,,,,,1.0,,,,
1210,cadence,,0.9639343217188882,0.28129451989927523,,,,,7.0,,,,
1210,cadence,,0.9308763823477868,0.24823658052817388,,,,,30.0,,,,
1210,cadence,,0.87130391992752,0.18866411810790706,,,,,90.0,,,,
1210,drill_interval,,,,,,,,,365.0,0.6826398018196129,1.0,0.3173601981803871
1210,drill_interval,,,,,,,,,180.0,0.7982222771200088,1.0,0.20177772287999118
1210,drill_interval,,,,,,,,,90.0,0.8873451286532222,1.0,0.11265487134677776
1210,drill_interval,,,,,,,,,30.0,0.9530819746351329,1.0,0.04691802536486711
1211,reference,0.6599393674084486,0.9433012297389194,0.2833618623304708,0.2944620754639813,-0.011100213133510506,0.3400606325915514,,,,,,
1211,coverage,,0.8967677864665886,0.23682841905814,,,,0.3,,,,,
1211,coverage,,0.9323879877297869,0.2724486203213383,,,,0.5,,,,,
1211,coverage,,0.9433012297389194,0.2833618623304708,,,,0.7,,,,,
1211,coverage,,0.9776821811519186,0.31774281374347,,,,0.9,,,,,
1211,cadence,,0.9528447398897231,0.29290537248127446,,,,,1.0,,,,
1211,cadence,,0.9433012297389194,0.2833618623304708,,,,,7.0,,,,
1211,cadence,,0.9119845958631624,0.2520452284547138,,,,,30.0,,,,
1211,cadence,,0.8485204850068847,0.1885811175984361,,,,,90.0,,,,
1211,drill_interval,,,,,,,,,365.0,0.6599393674084486,1.0,0.3400606325915514
1211,drill_interval,,,,,,,,,180.0,0.7927906530104808,1.0,0.2072093469895192
1211,drill_interval,,,,,,,,,90.0,0.8754128519449981,1.0,0.12458714805500193
1211,drill_interval,,,,,,,,,30.0,0.9532605244451114,1.0,0.046739475554888554
1212,reference,0.6843229163324889,0.9311449550866193,0.24682203875413045,0.25519513985366105,-0.0083731010995306,0.3156770836675111,,,,,,
1212,coverage,,0.8925762119637005,0.20825329563121164,,,,0.3,,,,,
1212,coverage,,0.9051561206394997,0.2208332043070108,,,,0.5,,,,,
1212,coverage,,0.9311449550866193,0.24682203875413045,,,,0.7,,,,,
1212,coverage,,0.9730856443084049,0.28876272797591607,,,,0.9,,,,,
1212,cadence,,0.9382448685644018,0.25392195223191294,,,,,1.0,,,,
1212,cadence,,0.9311449550866193,0.24682203875413045,,,,,7.0,,,,
1212,cadence,,0.9055179114156678,0.22119499508317897,,,,,30.0,,,,
1212,cadence,,0.8437962832409541,0.15947336690846525,,,,,90.0,,,,
1212,drill_interval,,,,,,,,,365.0,0.6843229163324889,1.0,0.3156770836675111
1212,drill_interval,,,,,,,,,180.0,0.8044370899425022,1.0,0.19556291005749782
1212,drill_interval,,,,,,,,,90.0,0.8928830412318217,1.0,0.10711695876817828
1212,drill_interval,,,,,,,,,30.0,0.9631435321443028,1.0,0.036856467855697184
1213,reference,0.7042039776520055,0.9423959521968116,0.23819197454480612,0.2490739210998033,-0.01088194655499719,0.2957960223479945,,,,,,
1213,coverage,,0.9265465482084673,0.22234257055646178,,,,0.3,,,,,
1213,coverage,,0.9351356782242088,0.23093170057220336,,,,0.5,,,,,
1213,coverage,,0.9423959521968116,0.23819197454480612,,,,0.7,,,,,
1213,coverage,,0.978600823427295,0.27439684577528956,,,,0.9,,,,,
1213,cadence,,0.9517986628137766,0.24759468516177108,,,,,1.0,,,,
1213,cadence,,0.9423959521968116,0.23819197454480612,,,,,7.0,,,,
1213,cadence,,0.9075698458286042,0.20336586817659874,,,,,30.0,,,,
1213,cadence,,0.8317492313303201,0.1275452536783146,,,,,90.0,,,,
1213,drill_interval,,,,,,,,,365.0,0.7042039776520055,1.0,0.2957960223479945
1213,drill_interval,,,,,,,,,180.0,0.7658611693194455,1.0,0.23413883068055452
1213,drill_interval,,,,,,,,,90.0,0.8601245088137917,1.0,0.13987549118620834
1213,drill_interval,,,,,,,,,30.0,0.9471133890856974,1.0,0.05288661091430258
1214,reference,0.7041464962089488,0.9558644339389964,0.2517179377300477,0.25954241057686245,-0.007824472846814756,0.29585350379105124,,,,,,
1214,coverage,,0.912434452490542,0.20828795628159325,,,,0.3,,,,,
1214,coverage,,0.925379657969994,0.22123316176104524,,,,0.5,,,,,
1214,coverage,,0.9558644339389964,0.2517179377300477,,,,0.7,,,,,
1214,coverage,,0.9875767627061197,0.28343026649717096,,,,0.9,,,,,
1214,cadence,,0.9624603884160237,0.2583138922070749,,,,,1.0,,,,
1214,cadence,,0.9558644339389964,0.2517179377300477,,,,,7.0,,,,
1214,cadence,,0.9306397239280524,0.22649322771910363,,,,,30.0,,,,
1214,cadence,,0.8698788562305187,0.16573236002157,,,,,90.0,,,,
1214,drill_interval,,,,,,,,,365.0,0.7041464962089488,1.0,0.29585350379105124
1214,drill_interval,,,,,,,,,180.0,0.8171748699526349,1.0,0.18282513004736511
1214,drill_interval,,,,,,,,,90.0,0.8969336507510667,1.0,0.10306634924893332
1214,drill_interval,,,,,,,,,30.0,0.9645438335170935,1.0,0.035456166482906504
1215,reference,0.668286363234688,0.9450111555516044,0.2767247923169164,0.28641689011571914,-0.009692097798802757,0.33171363676531196,,,,,,
1215,coverage,,0.9119742460759228,0.24368788284123477,,,,0.3,,,,,
1215,coverage,,0.9282299538384798,0.2599435906037918,,,,0.5,,,,,
1215,coverage,,0.9450111555516044,0.2767247923169164,,,,0.7,,,,,
1215,coverage,,0.960102444085773,0.291816080851085,,,,0.9,,,,,
1215,cadence,,0.9535415706157058,0.28525520738101773,,,,,1.0,,,,
1215,cadence,,0.9450111555516044,0.2767247923169164,,,,,7.0,,,,
1215,cadence,,0.9130916636239892,0.24480530038930115,,,,,30.0,,,,
1215,cadence,,0.8446562708002392,0.17636990756555115,,,,,90.0,,,,
1215,drill_interval,,,,,,,,,365.0,0.668286363234688,1.0,0.33171363676531196
1215,drill_interval,,,,,,,,,180.0,0.8042428358593735,1.0,0.1957571641406265
1215,drill_interval,,,,,,,,,90.0,0.8804601955043407,1.0,0.11953980449565926
1215,drill_interval,,,,,,,,,30.0,0.9536901088760359,1.0,0.04630989112396411
1216,reference,0.6843371915132617,0.9508352005855865,0.2664980090723248,0.27536998416505776,-0.008871975092732964,0.31566280848673833,,,,,,
1216,coverage,,0.9020366140364855,0.21769942252322383,,,,0.3,,,,,
1216,coverage,,0.922079935426815,0.23774274391355332,,,,0.5,,,,,
1216,coverage,,0.9508352005855865,0.2664980090723248,,,,0.7,,,,,
1216,coverage,,0.9800309168619367,0.295693725348675,,,,0.9,,,,,
1216,cadence,,0.9583246842587609,0.2739874927454993,,,,,1.0,,,,
1216,cadence,,0.9508352005855865,0.2664980090723248,,,,,7.0,,,,
1216,cadence,,0.9188983573858732,0.23456116587261155,,,,,30.0,,,,
1216,cadence,,0.8558579840365907,0.17152079252332908,,,,,90.0,,,,
1216,drill_interval,,,,,,,,,365.0,0.6843371915132617,1.0,0.31566280848673833
1216,drill_interval,,,,,,,,,180.0,0.7921372725786443,1.0,0.2078627274213557
1216,drill_interval,,,,,,,,,90.0,0.8855383493333945,1.0,0.11446165066660552
1216,drill_interval,,,,,,,,,30.0,0.9561306033425888,1.0,0.043869396657411186
1217,reference,0.6911206076797032,0.9679090838321541,0.27678847615245095,0.28731311357833045,-0.010524637425879502,0.3088793923202968,,,,,,
1217,coverage,,0.9136605800053219,0.22253997232561873,,,,0.3,,,,,
1217,coverage,,0.9408980229276963,0.24977741524799313,,,,0.5,,,,,
1217,coverage,,0.9679090838321541,0.27678847615245095,,,,0.7,,,,,
1217,coverage,,0.981790362370967,0.29066975469126377,,,,0.9,,,,,
1217,cadence,,0.9768493149313113,0.28572870725160815,,,,,1.0,,,,
1217,cadence,,0.9679090838321541,0.27678847615245095,,,,,7.0,,,,
1217,cadence,,0.934847140739417,0.2437265330597138,,,,,30.0,,,,
1217,cadence,,0.8653174027109686,0.1741967950312654,,,,,90.0,,,,
1217,drill_interval,,,,,,,,,365.0,0.6911206076797032,1.0,0.3088793923202968
1217,drill_interval,,,,,,,,,180.0,0.7992787891219764,1.0,0.20072121087802364
1217,drill_interval,,,,,,,,,90.0,0.878724297467268,1.0,0.12127570253273201
1217,drill_interval,,,,,,,,,30.0,0.9530485560436616,1.0,0.046951443956338434
1218,reference,0.6492018874448655,0.9412299286560472,0.29202804121118164,0.30184006575973554,-0.0098120245485539,0.3507981125551345,,,,,,
1218,coverage,,0.8836728510304763,0.23447096358561081,,,,0.3,,,,,
1218,coverage,,0.9144262756880106,0.2652243882431451,,,,0.5,,,,,
1218,coverage,,0.9412299286560472,0.29202804121118164,,,,0.7,,,,,
1218,coverage,,0.9810472802542206,0.3318453928093551,,,,0.9,,,,,
1218,cadence,,0.9493803433649864,0.30017845592012093,,,,,1.0,,,,
1218,cadence,,0.9412299286560472,0.29202804121118164,,,,,7.0,,,,
1218,cadence,,0.90748081714218,0.2582789296973145,,,,,30.0,,,,
1218,cadence,,0.8370776531272565,0.18787576568239095,,,,,90.0,,,,
1218,drill_interval,,,,,,,,,365.0,0.6492018874448655,1.0,0.3507981125551345
1218,drill_interval,,,,,,,,,180.0,0.7857406837333762,1.0,0.21425931626662376
1218,drill_interval,,,,,,,,,90.0,0.8717808494742885,1.0,0.12821915052571153
1218,drill_interval,,,,,,,,,30.0,0.9517730545851024,1.0,0.04822694541489758
1219,reference,0.6862160669498284,0.9607479311730297,0.2745318642232013,0.2842475655814902,-0.00971570135828892,0.3137839330501716,,,,,,
1219,coverage,,0.9222776115383264,0.23606154458849804,,,,0.3,,,,,
1219,coverage,,0.9470264699858151,0.2608104030359867,,,,0.5,,,,,
1219,coverage,,0.9607479311730297,0.2745318642232013,,,,0.7,,,,,
1219,coverage,,0.9890356024059064,0.302819535456078,,,,0.9,,,,,
1219,cadence,,0.9690034880054772,0.2827874210556488,,,,,1.0,,,,
1219,cadence,,0.9607479311730297,0.2745318642232013,,,,,7.0,,,,
1219,cadence,,0.9267534305824542,0.2405373636326258,,,,,30.0,,,,
1219,cadence,,0.8519798032820813,0.16576373633225294,,,,,90.0,,,,
1219,drill_interval,,,,,,,,,365.0,0.6862160669498284,1.0,0.3137839330501716
1219,drill_interval,,,,,,,,,180.0,0.7824888540784285,1.0,0.2175111459215715
1219,drill_interval,,,,,,,,,90.0,0.869673867209022,1.0,0.13032613279097804
1219,drill_interval,,,,,,,,,30.0,0.953351604098436,1.0,0.046648395901564
1220,reference,0.6776920607741495,0.9490469276472505,0.27135486687310106,0.28034813631014577,-0.008993269437044704,0.32230793922585055,,,,,,
1220,coverage,,0.9006503018540452,0.2229582410798957,,,,0.3,,,,,
1220,coverage,,0.9211930463687117,0.24350098559456224,,,,0.5,,,,,
1220,coverage,,0.9490469276472505,0.27135486687310106,,,,0.7,,,,,
1220,coverage,,0.9684533203413145,0.29076125956716503,,,,0.9,,,,,
1220,cadence,,0.9568725309933764,0.279180470219227,,,,,1.0,,,,
1220,cadence,,0.9490469276472505,0.27135486687310106,,,,,7.0,,,,
1220,cadence,,0.9211916499175893,0.24349958914343983,,,,,30.0,,,,
1220,cadence,,0.850044776557133,0.1723527157829835,,,,,90.0,,,,
1220,drill_interval,,,,,,,,,365.0,0.6776920607741495,1.0,0.32230793922585055
1220,drill_interval,,,,,,,,,180.0,0.8009910626483918,1.0,0.19900893735160818
1220,drill_interval,,,,,,,,,90.0,0.8814848079257072,1.0,0.11851519207429284
1220,drill_interval,,,,,,,,,30.0,0.9601659278615059,1.0,0.0398340721384941
1221,reference,0.7062943727436894,0.952257141031765,0.2459627682880755,0.2551980038262347,-0.009235235538159192,0.29370562725631055,,,,,,
1221,coverage,,0.9257113179389955,0.21941694519530608,,,,0.3,,,,,
1221,coverage,,0.9360081215919636,0.2297137488482741,,,,0.5,,,,,
1221,coverage,,0.952257141031765,0.2459627682880755,,,,0.7,,,,,
1221,coverage,,0.9814293463996238,0.2751349736559343,,,,0.9,,,,,
1221,cadence,,0.9600599599859693,0.2537655872422798,,,,,1.0,,,,
1221,cadence,,0.952257141031765,0.2459627682880755,,,,,7.0,,,,
1221,cadence,,0.9225493429568128,0.21625497021312334,,,,,30.0,,,,
1221,cadence,,0.8574031893732955,0.15110881662960607,,,,,90.0,,,,
1221,drill_interval,,,,,,,,,365.0,0.7062943727436894,1.0,0.29370562725631055
1221,drill_interval,,,,,,,,,180.0,0.801956173342497,1.0,0.19804382665750297
1221,drill_interval,,,,,,,,,90.0,0.8820826559023085,1.0,0.1179173440976915
1221,drill_interval,,,,,,,,,30.0,0.9562192652196488,1.0,0.04378073478035116
1222,reference,0.7019244194990933,0.9390369331513541,0.23711251365226071,0.24865050439737457,-0.011537990745113857,0.29807558050090666,,,,,,
1222,coverage,,0.9136056765221638,0.2116812570230705,,,,0.3,,,,,
1222,coverage,,0.9318223212792079,0.2298979017801146,,,,0.5,,,,,
1222,coverage,,0.9390369331513541,0.23711251365226071,,,,0.7,,,,,
1222,coverage,,0.9755666135166509,0.2736421940175575,,,,0.9,,,,,
1222,cadence,,0.948798320076088,0.24687390057699465,,,,,1.0,,,,
1222,cadence,,0.9390369331513541,0.23711251365226071,,,,,7.0,,,,
1222,cadence,,0.9028210954436071,0.20089667594451377,,,,,30.0,,,,
1222,cadence,,0.8264946857618874,0.1245702662627941,,,,,90.0,,,,
1222,drill_interval,,,,,,,,,365.0,0.7019244194990933,1.0,0.29807558050090666
1222,drill_interval,,,,,,,,,180.0,0.7679763798201615,1.0,0.23202362017983846
1222,drill_interval,,,,,,,,,90.0,0.8619043338556718,1.0,0.13809566614432822
1222,drill_interval,,,,,,,,,30.0,0.9464499216195833,1.0,0.0535500783804167
1223,reference,0.6830554406694997,0.9498035256494602,0.2667480849799605,0.27597678337085485,-0.009228698390894352,0.31694455933050025,,,,,,
1223,coverage,,0.8997490600858078,0.21669361941630805,,,,0.3,,,,,
1223,coverage,,0.9255683743345138,0.24251293366501403,,,,0.5,,,,,
1223,coverage,,0.9498035256494602,0.2667480849799605,,,,0.7,,,,,
1223,coverage,,0.9870900900064026,0.30403464933690283,,,,0.9,,,,,
1223,cadence,,0.9578261980791263,0.27477075740962653,,,,,1.0,,,,
1223,cadence,,0.9498035256494602,0.2667480849799605,,,,,7.0,,,,
1223,cadence,,0.9227339162252404,0.23967847555574062,,,,,30.0,,,,
1223,cadence,,0.8548625957366188,0.17180715506711908,,,,,90.0,,,,
1223,drill_interval,,,,,,,,,365.0,0.6830554406694997,1.0,0.31694455933050025
1223,drill_interval,,,,,,,,,180.0,0.7936159281217319,1.0,0.20638407187826813
1223,drill_interval,,,,,,,,,90.0,0.8823318084953877,1.0,0.11766819150461227
1223,drill_interval,,,,,,,,,30.0,0.9592589240311766,1.0,0.04074107596882337
1224,reference,0.7276155664640103,0.965694874819463,0.23807930835545277,0.24848987015059087,-0.010410561795138107,0.27238443353598973,,,,,,
1224,coverage,,0.9317104967174659,0.2040949302534556,,,,0.3,,,,,
1224,coverage,,0.947930505901735,0.22031493943772473,,,,0.5,,,,,
1224,coverage,,0.965694874819463,0.23807930835545277,,,,0.7,,,,,
1224,coverage,,0.988480262947317,0.2608646964833067,,,,0.9,,,,,
1224,cadence,,0.9745978230875316,0.24698225662352136,,,,,1.0,,,,
1224,cadence,,0.965694874819463,0.23807930835545277,,,,,7.0,,,,
1224,cadence,,0.9353335220486603,0.20771795558465,,,,,30.0,,,,
1224,cadence,,0.8653898762961778,0.13777430983216754,,,,,90.0,,,,
1224,drill_interval,,,,,,,,,365.0,0.7276155664640103,1.0,0.27238443353598973
1224,drill_interval,,,,,,,,,180.0,0.793568596536359,1.0,0.20643140346364097
1224,drill_interval,,,,,,,,,90.0,0.8804583694468627,1.0,0.11954163055313727
1224,drill_interval,,,,,,,,,30.0,0.9572513302678384,1.0,0.042748669732161626
